,lon,lat,value
718,113.322,33.721,117.114035088
719,113.292,33.739,118.649122807
720,113.182,33.737,103.385964912
721,111.1928,34.7772,92.6052631579
722,111.158,34.794,108.324561404
723,111.1858,34.7917,102.114035088
724,111.1489,34.7997,102.850877193
725,111.3009,30.7157,74.3684210526
726,111.2992,30.698,74.1929824561
727,111.3549,30.6463,75.4561403509
728,111.268,30.696,75.0350877193
729,111.3296,30.7819,93.8230088496
730,112.2551,30.3175,80.9912280702
731,112.2068,30.3515,77.7719298246
732,112.2887,30.3055,83.1061946903
733,113.1094,29.3578,53.0614035088
734,113.1493,29.4251,44.7719298246
735,113.1772,29.3678,57.3859649123
736,113.2621,29.4758,47.9912280702
737,112.9943,29.4402,53.7894736842
738,113.2117,29.355,67.9871794872
739,111.7044,29.0244,53.2368421053
740,111.6975,28.9703,56.2719298246
741,111.6753,29.0239,51.9523809524
742,111.6794,29.0381,44.2368421053
743,111.7158,29.1456,35.9459459459
744,110.48,29.1389,51.6140350877
745,110.4697,29.1242,54.9385964912
746,110.5594,29.3547,29.6666666667
747,110.4417,29.315,34.5964912281
748,110.4144,25.3167,28.850877193
749,110.2819,25.2697,35.0614035088
750,110.3089,25.2708,32.0263157895
751,110.2869,25.2178,29.3070175439
752,109.2256,21.5958,25.3596491228
753,109.1436,21.4086,24.3771929825
754,109.0981,21.4661,24.350877193
755,109.1778,21.5233,23.1140350877
756,109.4883,24.3898,33.1315789474
757,109.4108,24.3304,29.8157894737
758,109.3886,24.3406,40.2894736842
759,109.4221,24.299,36.7543859649
760,109.3957,24.3663,39.0614035088
761,109.4839,24.3158,33.2807017544
762,109.5078,18.2489,22.3947368421
763,109.4964,18.2681,21.5175438596
764,104.7778,31.4747,29.4736842105
765,104.7536,31.4539,28.8684210526
766,104.6717,31.4656,28.4553571429
767,104.7283,31.5072,29.6315789474
768,104.5969,28.8194,52.0789473684
769,104.6225,28.76611,53.2543859649
770,104.6061,28.7867,63.6315789474
771,104.6417,28.76389,63.8596491228
772,104.5761,28.71583,58.701754386
773,104.6789,28.7989,60.6578947368
774,101.68912,26.57098,33.0267857143
775,101.5769,26.5928,29.2272727273
776,101.7169,26.585,29.7631578947
777,101.7453,26.5017,23.0087719298
778,105.4306,28.9583,64.7719298246
779,105.4436,28.9026,63.5087719298
780,105.4322,28.8558,61.1842105263
781,105.4322,28.8833,65.350877193
782,104.7547,29.3628,67.7368421053
783,104.7214,29.3586,72.5175438596
784,104.7747,29.3564,57.3070175439
785,104.7692,29.3411,60.149122807
786,104.4219,31.1208,29.3333333333
787,104.3883,31.1333,33.6666666667
788,104.4053,31.1167,31.2631578947
789,104.3539,31.1108,35.6228070175
790,106.056,30.8064,44.5
791,106.0789,30.8023,49.5263157895
792,106.1031,30.8217,53.6403508772
793,106.1064,30.7856,46.7280701754
794,106.0642,30.7636,49.1929824561
795,106.1087,30.8388,48.6703296703
796,106.9222,27.6869,32.850877193
797,106.9242,27.7019,29.201754386
798,106.8906,27.6486,31.2280701754
799,106.9178,27.72,30.0087719298
800,103.7897,25.5035,22.3684210526
801,103.8,25.5364,19.1052631579
802,108.7197,34.3956,44.5
803,108.6761,34.3181,55.5047619048
804,108.7233,34.3617,58.5701754386
805,109.0656,35.0994,74.5964912281
806,109.0697,35.0697,82.6315789474
807,108.9344,34.9058,82.2105263158
808,108.9589,34.8731,98.0438596491
809,109.4131,36.6275,42.8771929825
810,109.4761,36.6028,52.8672566372
811,109.4824,36.5767,52.3947368421
812,109.5056,36.6106,67.298245614
813,107.1586,34.3708,66.6754385965
814,107.0708,34.3017,56.3274336283
815,107.1906,34.3672,42.5964912281
816,107.1431,34.3547,65.8245614035
817,107.1186,34.3739,71.8157894737
818,107.3906,34.3528,89.8157894737
819,107.2058,34.3497,74.0350877193
820,107.2386,34.3622,74.6052631579
821,109.5293,34.5101,54.0614035088
822,109.5049,34.5004,60.2543859649
823,109.4636,34.493,63.4385964912
824,109.4266,34.5021,67.1946902655
825,102.1878,38.5247,33.3684210526
826,102.1725,38.5339,21.6666666667
827,102.1708,38.5061,33.6637168142
828,98.2908,39.7711,26.9279279279
829,106.3394,38.817,43.2280701754
830,106.3717,39.0153,59.0526315789
831,106.7704,39.2282,45.7280701754
832,106.7096,39.1292,56.1403508772
833,84.8861,45.6033,18.9824561404
834,84.8897,45.5828,16.5363636364
835,85.1186,45.6886,25.3008849558
836,84.8983,44.3336,43.9615384615
837,85.6931,46.0872,18.1754385965
838,86.1461,41.7511,50.4513274336
839,86.2022,41.7192,39.0263157895
840,86.2381,41.7128,42.3859649123
841,118.746,36.881,72.4649122807
842,118.78,36.864,75.3070175439
843,117.541,36.71,63.1140350877
844,117.541,36.71,74.9298245614
845,120.61,36.44,43.9736842105
846,120.47,36.39,48.0877192982
847,120.005,35.878,58.2920353982
848,120.039,35.872,44.0350877193
849,120.008,36.283,41.798245614
850,120.014,36.253,34.7631578947
851,120.537,36.865,60.0707964602
852,120.515,36.885,55.5714285714
853,119.952,36.792,56.5789473684
854,119.976,36.799,49.1666666667
855,120.747,37.825,47.0877192982
856,120.773,37.809,45.8230088496
857,120.399,37.374,41.0350877193
858,120.394,37.364,43.5877192982
859,119.941,37.177,53.0877192982
860,119.959,37.18,58.4385964912
861,122.471,37.154,43.1403508772
862,122.41,37.161,34.2072072072
863,122.038,37.197,39.7192982456
864,122.019,37.187,33.0087719298
865,121.531,36.913,38.8245614035
866,121.544,36.907,30.3716814159
867,120.636,31.155,43.4561403509
868,120.635,31.17,43.5087719298
869,120.658,31.172,43.350877193
870,120.953,31.388,44.2105263158
871,120.999,31.381,57.4824561404
872,120.721,31.671,55.0350877193
873,120.526,31.874,68.9035087719
874,121.14,31.422,45.6140350877
875,119.146,31.955,47.7894736842
876,120.268,31.92,60.5964912281
877,120.237,31.909,68.6754385965
878,120.302,31.92,62.2368421053
879,119.818,31.354,44.6929824561
880,119.794,31.371,49.4736842105
881,119.579,31.751,58.4035087719
882,119.579,31.737,54.7894736842
883,119.46,31.4,60.1578947368
884,119.438,31.317,57.2105263158
885,121.154,31.896,53.7456140351
886,119.7183,30.2366,51.4824561404
887,119.6942,30.2311,50.0263157895
888,119.954,30.054,51.0263157895
889,119.946,30.049,47.4122807018
890,120.091,29.305,39.9385964912
891,120.04,29.334,40.4473684211
892,121.989,39.625,73.9912280702
893,122.011,39.617,75.3859649123
894,113.1817,27.9958,51.9912280702
895,114.1044,32.1078,26.5087719298
896,114.0122,32.1403,95.3947368421
897,114.0681,32.1342,114.0
898,114.0614,32.1383,118.966292135
899,114.6613,33.6128,89.4122807018
900,114.6758,33.6347,97.149122807
901,114.6546,33.5979,102.01754386
902,114.6369,33.6406,92.1228070175
903,117.7206,24.5086,30.649122807
904,117.6569,24.5157,33.0093457944
905,117.6336,24.4674,28.4561403509
906,112.85,35.5051,79.6666666667
907,112.835,35.4934,43.8070175439
908,112.8564,35.4883,52.3859649123
909,112.8664,35.4894,37.1801801802
910,112.8252,35.4813,57.1052631579
911,112.8453,35.546,79.2280701754
912,112.44,39.3514,70.2192982456
913,112.4549,39.3606,41.6506024096
914,112.4254,39.3179,74.5350877193
915,112.4078,39.3265,48.6052631579
916,112.4279,39.3673,53.5714285714
917,112.7549,37.7019,66.1929824561
918,112.7306,37.7111,73.1140350877
919,112.7105,37.7087,85.5175438596
920,110.9956,35.0147,58.2280701754
921,111.0233,35.0611,54.1315789474
922,110.9678,35.0308,91.9912280702
923,111.0414,35.1147,63.7192982456
924,112.7356,38.4186,49.4736842105
925,112.7383,38.4519,39.7894736842
926,112.7003,38.4928,56.5438596491
927,111.1406,37.5211,50.9380530973
928,111.1297,37.5136,70.4324324324
929,106.8219,39.6719,57.9035087719
930,106.8089,39.6969,51.9561403509
931,106.7931,39.6572,47.4587155963
932,122.2603,43.6267,71.0701754386
933,122.3039,43.6156,59.6666666667
934,122.2532,43.6801,63.4824561404
935,119.7594,49.2261,61.350877193
936,119.7283,49.2014,55.2719298246
937,107.5936,40.916,44.2456140351
938,107.4211,40.7608,43.7280701754
939,107.3715,40.7378,42.6315789474
940,113.1306,40.9923,59.6052631579
941,113.0974,41.038,72.0350877193
942,122.062,46.0872,82.4473684211
943,121.9462,46.0756,59.9561403509
944,116.1042,43.9317,32.2340425532
945,116.0781,43.9311,39.6403508772
946,105.6775,38.8343,40.3859649123
947,105.6975,38.843,19.8333333333
948,105.724,38.8516,41.8245614035
949,121.6178,41.9967,49.8666666667
950,121.6561,42.0186,64.7105263158
951,121.6972,42.0503,41.1929824561
952,121.6722,42.0228,57.435483871
953,121.6592,42.0486,55.0964912281
954,123.2,41.1953,60.9385964912
955,123.15,41.2553,55.5263157895
956,123.1761,41.2736,61.7631578947
957,123.1417,41.2894,46.7368421053
958,123.8139,42.3022,36.7456140351
959,123.8831,42.2953,35.9646017699
960,123.8489,42.2864,59.5675675676
961,123.7153,42.2217,69.3596491228
962,120.4439,41.5931,41.798245614
963,120.4486,41.5672,66.5961538462
964,120.4247,41.5647,72.0175438596
965,120.3939,41.615,69.7894736842
966,124.3419,43.1747,34.9649122807
967,124.3711,43.1594,48.5438596491
968,124.3897,43.1847,43.4824561404
969,125.1358,42.8947,43.9298245614
970,125.1567,42.8953,43.2105263158
971,125.9361,41.7156,35.9266055046
972,125.9486,41.7381,39.4473684211
973,126.4047,41.9206,52.1929824561
974,126.4078,41.9419,52.1666666667
975,124.8292,45.0878,44.798245614
976,124.8528,45.1642,38.1140350877
977,122.8444,45.6289,82.3771929825
978,122.8211,45.6175,72.8333333333
979,129.4892,42.8939,46.2631578947
980,129.5042,42.9061,56.201754386
981,129.3675,42.8775,41.8070175439
982,130.962,45.2924,15.3157894737
983,130.9817,45.305,16.5145631068
984,131.0103,45.2948,15.2298850575
985,130.9298,45.2978,17.6052631579
986,130.2659,47.3349,66.6842105263
987,130.261,47.2753,62.9035087719
988,130.3172,47.3489,66.0087719298
989,130.1097,47.3382,33.7368421053
990,131.1638,46.6572,66.981981982
991,131.1651,46.619,49.6578947368
992,131.1516,46.6462,56.6696428571
993,131.1572,46.5888,49.2631578947
994,128.8736,47.7222,19.0
995,128.9094,47.7317,32.6140350877
996,129.4942,48.4658,39.4678899083
997,130.2719,46.8025,43.4513274336
998,130.3961,46.8267,51.3545454545
999,130.3258,46.7975,33.798245614
1000,130.3648,46.8032,73.4601769912
1001,130.3794,46.7588,56.5701754386
1002,131.0032,45.7677,55.5526315789
1003,130.8625,45.8194,55.1782178218
1004,130.9467,45.8309,35.2719298246
1005,127.4961,50.2486,19.3392857143
1006,127.5044,50.2391,26.5087719298
1007,126.9934,46.6384,49.4553571429
1008,126.9636,46.6527,22.4642857143
1009,124.1186,50.4269,34.7543859649
1010,124.1303,50.4217,34.8596491228
1011,117.3961,32.939,74.2543859649
1012,117.3575,32.9444,81.7456140351
1013,117.3086,32.935,85.9279279279
1014,117.4186,32.8913,67.1403508772
1015,117.3536,32.9673,85.0263157895
1016,117.3065,32.8985,66.1666666667
1017,116.8028,32.7639,85.5057471264
1018,117.0083,32.645,19.6754385965
1019,116.8556,32.6028,104.131578947
1020,116.7039,32.625,60.298245614
1021,116.8008,33.975,58.3333333333
1022,116.8067,33.8997,62.7456140351
1023,116.7844,33.9461,62.3771929825
1024,117.8178,30.9414,41.8596491228
1025,117.8078,30.9222,49.7105263158
1026,117.7806,30.9414,62.298245614
1027,117.7442,30.8811,59.2456140351
1028,117.8561,30.9219,52.3421052632
1029,117.8472,30.9697,56.2192982456
1030,117.0549,30.5103,42.201754386
1031,117.0331111,30.51197222,41.8596491228
1032,117.0486,30.5489,38.7894736842
1033,116.9894,30.6145,29.75
1034,118.3057,29.7128,27.2719298246
1035,118.3236,29.7207,25.7192982456
1036,118.1371,30.2756,26.8245614035
1037,118.3094,32.3153,52.5087719298
1038,118.3244,32.2786,54.201754386
1039,118.3158,32.3061,50.5175438596
1040,115.8275,32.8928,60.9473684211
1041,115.8556,32.8603,57.0263157895
1042,116.9765,33.6481,59.9473684211
1043,116.9677,33.6284,59.1140350877
1044,116.989,33.63063889,57.2110091743
1045,116.508,31.7371,58.6923076923
1046,116.478,31.7618,44.0964912281
1047,116.5068,31.7797,44.7714285714
1048,116.5661,31.7712,53.4385964912
1049,115.8067,33.8399,50.5964912281
1050,115.7831,33.8561,47.6160714286
1051,117.4808,30.6414,33.3611111111
1052,117.4697,30.6617,21.9035087719
1053,117.4974,30.6539,37.7105263158
1054,118.7581,30.9447,48.5350877193
1055,118.7386,30.9742,35.5877192982
1056,118.7175,30.9431,74.7280701754
1057,119.0156,25.442,45.2894736842
1058,119.0018,25.4552,31.649122807
1059,119.1117,25.4556,30.2719298246
1060,119.1015,25.3214,37.1578947368
1061,117.6211,26.2625,35.2894736842
1062,117.6353,26.2708,38.0964912281
1063,117.6028,26.2378,31.1929824561
1064,117.7275,26.3108,34.1578947368
1065,118.0966,26.6761,10.8333333333
1066,118.1694,26.6383,31.9649122807
1067,118.1819,26.6514,31.6041666667
1068,118.1756,26.6272,25.149122807
1069,117.0181,25.1174,21.0877192982
1070,117.0216,25.1035,21.9824561404
1071,117.0256,25.0661,20.4298245614
1072,119.5202,26.6607,28.8598130841
1073,119.5392,26.6611,25.1403508772
1074,117.3097,29.3864,31.1403508772
1075,117.2111,29.2958,39.8684210526
1076,117.1983,29.2786,45.4824561404
1077,117.1558,29.2647,36.0701754386
1078,117.2461,29.2956,40.1578947368
1079,113.8381,27.6428,65.4210526316
1080,113.8447,27.6231,67.0789473684
1081,113.8686,27.6442,57.350877193
1082,113.865,27.6178,55.5438596491
1083,115.0586,27.7758,31.701754386
1084,114.9831,27.8344,27.2941176471
1085,114.9289,27.8328,31.1467889908
1086,114.9314,27.8036,36.6796116505
1087,114.9119,27.8042,40.4035087719
1088,116.9622,28.095,27.6666666667
1089,117.0564,28.2642,27.701754386
1090,117.0281,28.2403,35.2456140351
1091,117.0222,28.2264,29.8596491228
1092,116.9983,28.2169,36.9912280702
1093,114.9064,25.9118,24.4649122807
1094,114.9367,25.8664,32.2894736842
1095,114.9461,25.8481,29.2631578947
1096,114.9322,25.8333,30.4122807018
1097,114.8905,25.8471,33.4473684211
1098,114.9817,27.0658,35.0263157895
1099,114.9739,27.11,45.4736842105
1100,114.99,27.1311,28.8771929825
1101,115.0075,27.0983,31.7894736842
1102,114.3442,27.8036,35.798245614
1103,114.3806,27.8014,35.649122807
1104,114.3953,27.7842,37.3421052632
1105,114.3703,27.7914,38.0
1106,114.4011,27.8072,36.5350877193
1107,116.3553,27.9883,41.1578947368
1108,116.3598,27.9639,37.6929824561
1109,116.3574,28.0005,39.0175438596
1110,116.385,27.9647,41.7807017544
1111,118.0058,28.4569,29.1140350877
1112,117.973,28.4459,29.5877192982
1113,117.9511,28.4622,29.9561403509
1114,117.9033,28.4303,27.701754386
1115,114.17,35.9019,67.9473684211
1116,114.2956,35.7511,70.6666666667
1117,114.2878,35.7306,69.7105263158
1118,113.926,35.279,103.333333333
1119,113.836,35.31,101.912280702
1120,113.884,35.272,99.1140350877
1121,113.883,35.303,101.701754386
1122,115.031,35.763,71.1052631579
1123,114.9906,35.767,68.0458715596
1124,115.0628,35.7672,77.2192982456
1125,115.0772,35.767,74.1052631579
1126,113.8331,34.0117,93.1228070175
1127,113.8208,34.0314,116.350877193
1128,113.7906,33.9953,60.8859649123
1129,114.056,33.567,91.0263157895
1130,114.005,33.568,83.7894736842
1131,114.014,33.581,82.9298245614
1132,114.0322,33.5653,87.5438596491
1133,112.5192,32.9917,120.763157895
1134,112.5003,32.9735,90.9035087719
1135,112.5573,33.027,82.9210526316
1136,112.55,32.9683,103.333333333
1137,115.6697,34.4286,56.5701754386
1138,115.6558,34.429,52.7894736842
1139,115.6386,34.407,54.2807017544
1140,115.6578,34.402,59.1964285714
1141,114.018,32.965,80.2192982456
1142,114.0131,33.0069,80.3070175439
1143,113.996,32.996,84.3018867925
1144,115.0625,30.2352,59.1578947368
1145,115.0767,30.2028,79.0865384615
1146,114.9551,30.1765,71.2894736842
1147,114.8949,30.2043,81.850877193
1148,115.0264,30.2099,66.6315789474
1149,111.0419,32.395,54.3771929825
1150,110.78,32.6494,68.7192982456
1151,110.7258,32.6389,64.1578947368
1152,110.8839,32.5714,63.6756756757
1153,112.155,32.0197,115.350877193
1154,112.1392,32.0564,119.061403509
1155,112.1825,32.1142,110.666666667
1156,112.2106,32.0903,109.447368421
1157,114.8878,30.3944,63.798245614
1158,114.8989,30.3714,70.1052631579
1159,114.8131,30.4133,75.2095238095
1160,112.2014,31.0483,93.1403508772
1161,112.1969,30.9892,99.649122807
1162,112.2211,31.0386,98.7192982456
1163,112.1931,31.0375,89.3421052632
1164,113.9153,30.9285,78.7878787879
1165,113.942,30.9075,99.4122807018
1166,114.8857,30.4522,62.4473684211
1167,114.9028,30.4742,66.6181818182
1168,114.3036,29.8181,62.6285714286
1169,114.3231,29.8211,70.8596491228
1170,114.2894,29.8539,63.5350877193
1171,114.3372,29.8686,68.1315789474
1172,113.3583,31.7275,102.117021277
1173,113.3833,31.6908,84.0877192982
1174,113.3983,31.7308,95.5350877193
1175,109.5039,30.2989,40.4736842105
1176,109.4689,30.2819,45.0964912281
1177,112.5328,26.9089,41.9561403509
1178,112.6194,26.9258,44.7192982456
1179,112.6211,26.8956,48.8421052632
1180,112.6197,26.8733,45.5175438596
1181,112.6006,26.8919,54.350877193
1182,112.5664,26.9056,49.0438596491
1183,111.5239,27.3033,39.2105263158
1184,111.4733,27.2317,50.0
1185,111.4908,27.2582,40.9649122807
1186,111.4503,27.2537,52.9385964912
1187,111.4328,27.2272,47.3451327434
1188,112.4067,28.6428,5.15789473684
1189,112.3458,28.5808,40.0
1190,112.3439,28.56,71.3859649123
1191,112.3347,28.6047,37.6902654867
1192,112.3744,28.5819,34.798245614
1193,113.0073,25.9061,27.4042553191
1194,113.0116,25.8226,51.4705882353
1195,113.0119,25.8179,41.6929824561
1196,113.0383,25.8071,37.0614035088
1197,113.0348,25.7759,20.2654867257
1198,111.6217,26.2081,56.3596491228
1199,111.6156,26.4214,67.7280701754
1200,111.6236,26.2331,48.9824561404
1201,111.5992,26.4364,59.5
1202,111.5989,26.4519,51.5263157895
1203,109.9333,27.5733,38.6842105263
1204,109.9453,27.5444,40.6842105263
1205,109.9792,27.5342,36.3947368421
1206,109.9972,27.5578,33.2368421053
1207,110.0394,27.583,33.2192982456
1208,111.9975,27.725,46.1842105263
1209,112.0194,27.7314,41.4122807018
1210,111.9561,27.7569,49.0877192982
1211,111.9892,27.7044,49.201754386
1212,109.7325,28.3169,39.7631578947
1213,109.6958,28.2675,43.25
1214,111.2897,23.4792,31.9736842105
1215,111.3178,23.475,27.3070175439
1216,111.2353,23.415,37.7105263158
1217,111.26,23.4794,36.1743119266
1218,108.3411,21.6158,28.1140350877
1219,108.3511,21.7631,28.6666666667
1220,108.3506,21.6414,28.5526315789
1221,108.6236,21.9667,30.149122807
1222,108.6553,21.9508,27.3421052632
1223,108.5989,21.7431,24.5877192982
1224,109.5681,23.1478,37.9649122807
1225,109.6042,23.0672,45.7456140351
1226,109.6014,23.0944,45.9473684211
1227,109.5683,23.1036,35.7807017544
1228,110.1106,22.7019,51.32
1229,110.1675,22.6411,38.6754385965
1230,110.1433,22.6164,46.701754386
1231,106.6103,23.9011,48.1666666667
1232,106.6527,23.8844,43.1666666667
1233,111.5269,24.4175,40.6666666667
1234,111.5622,24.4072,37.2192982456
1235,108.2134,24.7121,26.6578947368
1236,108.054,24.6928,33.1666666667
1237,108.1009,24.6967,35.8214285714
1238,109.2131,23.7208,18.649122807
1239,109.2317,23.7369,31.4385964912
1240,107.3476,22.4137,41.2980769231
1241,107.3701,22.3708,32.7719298246
1242,105.8945,32.4535,13.6756756757
1243,105.8242,32.4429,18.7192982456
1244,105.8153,32.4246,19.6814159292
1245,105.8624,32.4285,14.2105263158
1246,105.7519,30.5797,41.6666666667
1247,105.68,30.6133,42.0964912281
1248,105.8161,30.6347,41.3859649123
1249,105.5956,30.475,39.1578947368
1250,105.0331,29.5953,58.4736842105
1251,105.0717,29.5947,61.2105263158
1252,105.0653,29.5817,66.1754385965
1253,105.0406,29.5822,61.1666666667
1254,103.7705,29.5467,38.149122807
1255,103.7627,29.5844,37.5087719298
1256,103.7506,29.6007,41.9385964912
1257,103.757,29.5634,39.0087719298
1258,103.8986,30.0506,53.7105263158
1259,103.8416,30.0874,47.8421052632
1260,103.8495,30.0691,48.6036036036
1261,103.8341,30.062,47.4122807018
1262,106.6303,30.4576,33.3421052632
1263,106.6271,30.4663,35.4122807018
1264,106.6388,30.4551,36.1940298507
1265,107.5272,31.2797,34.2368421053
1266,107.525,31.215,49.0438596491
1267,107.4967,31.2108,55.6470588235
1268,107.5069,31.1956,42.4736842105
1269,107.4611,31.2058,50.9824561404
1270,103.009,30.0125,28.2831858407
1271,103.0013,29.9899,29.8245614035
1272,103.0109,29.9834,22.8684210526
1273,103.0001,29.9816,26.8859649123
1274,106.7583,31.8475,25.5175438596
1275,106.7389,31.8711,28.7543859649
1276,106.7594,31.8531,29.0526315789
1277,106.7608,31.8456,18.8596491228
1278,104.6617,30.1366,21.8771929825
1279,104.6356,30.1506,39.7431192661
1280,104.6289,30.1377,49.4210526316
1281,104.6469,30.1142,34.8947368421
1282,104.6294,30.1259,32.4247787611
1283,102.1755,31.9286,9.37719298246
1284,102.2218,31.9025,17.0
1285,102.2402,31.8934,15.1315789474
1286,102.3419,27.8094,16.7894736842
1287,102.2714,27.8408,21.9035087719
1288,102.2625,27.8978,24.2719298246
1289,102.2689,27.8847,23.0877192982
1290,102.2311,27.8953,28.5309734513
1291,104.8,26.5892,46.8230088496
1292,104.83,26.5917,54.5
1293,104.89,26.5939,63.0701754386
1294,104.8475,26.5894,55.6315789474
1295,104.9544,26.5506,56.9824561404
1296,105.9556,26.2611,23.7105263158
1297,105.9278,26.255,14.5221238938
1298,105.9394,26.2358,24.5350877193
1299,105.8853,26.2392,8.34862385321
1300,109.1916,27.7297,17.9115044248
1301,109.1794,27.7231,21.4247787611
1302,105.2864,27.3125,38.0350877193
1303,105.31,27.2944,43.0796460177
1304,104.9022,25.0925,22.0483870968
1305,104.8811,25.0992,5.74757281553
1306,107.9783,26.5747,15.9473684211
1307,107.5228,26.2403,7.15789473684
1308,99.1678,25.1081,49.9385964912
1309,99.1711,25.1328,56.9912280702
1310,103.7032,27.3392,47.1929824561
1311,103.7225,27.3361,40.3947368421
1312,100.2143,26.8576,10.298245614
1313,100.2497,26.8802,14.8761061947
1314,100.2203,26.8906,6.9009009009
1315,100.98,22.7633,44.9298245614
1316,100.9817,22.8322,44.798245614
1317,100.0869,23.8822,36.6842105263
1318,100.0782,23.8982,19.8695652174
1319,101.5482,25.0441,21.4594594595
1320,101.538,25.0492,22.4912280702
1321,103.3113,23.4626,38.6403508772
1322,103.3772,23.3993,41.6929824561
1323,103.386,23.4168,48.5526315789
1324,104.2533,23.3594,43.3157894737
1325,104.2319,23.3892,27.7192982456
1326,100.7939,22.0019,46.1061946903
1327,100.8017,22.0225,53.5964912281
1328,100.1542,25.7054,36.8684210526
1329,100.2171,25.5811,29.25
1330,98.5842,24.428,25.0877192982
1331,98.578,24.441,44.8596491228
1332,98.8601,25.8567,16.1842105263
1333,98.8546,25.8417,19.3333333333
1334,99.7064,27.8136,18.4649122807
1335,99.7056,27.8317,14.8070175439
1336,97.1804,31.1278,28.6548672566
1337,97.1809,31.1254,21.5140186916
1338,91.7608,29.2313,17.1666666667
1339,91.7706,29.261,34.3965517241
1340,88.8876,29.2718,30.8157894737
1341,88.8931,29.2365,31.2717391304
1342,92.0505,31.4733,34.2476190476
1343,80.1161,32.5,18.02
1344,80.0895,32.5039,18.5178571429
1345,94.3616,29.6632,12.5636363636
1346,106.9893,33.1842,48.649122807
1347,107.0154,33.0706,58.649122807
1348,107.0089,33.1138,62.350877193
1349,107.007,33.0323,60.63
1350,109.7414,38.3344,43.9385964912
1351,109.7456,38.2911,51.4561403509
1352,109.7289,38.2839,49.8596491228
1353,109.7336,38.2478,43.5526315789
1354,109.0311,32.6778,44.6559139785
1355,109.0281,32.6939,59.7807017544
1356,109.0072,32.6975,56.3125
1357,109.9154,33.8715,66.6578947368
1358,109.966,33.8509,62.7192982456
1359,104.1731,36.5458,39.6140350877
1360,104.1731,36.5481,26.7589285714
1361,106.005,34.3469,46.8421052632
1362,105.7281,34.5814,74.8859649123
1363,105.8614,34.5653,77.9122807018
1364,102.6219,37.9311,43.1929824561
1365,102.6469,37.9358,46.8407079646
1366,100.4686,38.9467,45.6403508772
1367,100.4497,38.9389,54.0
1368,106.6692,35.5461,61.649122807
1369,106.7039,35.5294,63.9298245614
1370,98.509,39.746,44.9473684211
1371,98.5023,39.7294,46.0877192982
1372,107.6831,35.7289,50.6403508772
1373,107.6406,35.5236,68.1140350877
1374,107.6364,35.7067,49.4122807018
1375,104.6228,35.5714,40.9734513274
1376,104.6169,35.5975,38.4385964912
1377,105.0822,33.3261,43.0
1378,103.2139,35.6039,32.7192982456
1379,103.2064,35.5997,32.8761061947
1380,102.905,35.0003,50.045045045
1381,102.1086,36.4997,50.7280701754
1382,100.9048,36.9639,30.1842105263
1383,102.0199,35.5102,57.1052631579
1384,100.6188,36.2866,33.1403508772
1385,100.2561,34.4714,40.6666666667
1386,97.0,33.0014,10.8482142857
1387,97.3731,37.3753,51.2719298246
1388,106.1532,37.9648,41.2105263158
1389,106.2025,37.9844,45.5789473684
1390,106.196,37.9723,40.2456140351
1391,105.0197,37.4514,38.3716814159
1392,105.18,37.0172,38.4642857143
1393,105.1971,37.5002,74.7280701754
1394,106.2319,36.1417,50.2894736842
1395,106.2792,36.0022,45.2894736842
1396,106.2375,36.0211,44.7894736842
1397,89.191,42.9409,60.8859649123
1398,89.1673,42.9559,65.9824561404
1399,93.5128,42.8172,43.701754386
1400,93.4961,42.8328,36.2105263158
1401,87.9897,44.1564,9.25490196078
1402,87.2997,44.0114,48.5877192982
1403,87.2717,44.0297,39.9385964912
1404,82.0485,44.9079,22.9912280702
1405,82.0806,44.8969,32.0701754386
1406,80.2828,41.1636,67.0
1407,80.2956,41.1933,45.8504672897
1408,76.1861,39.7153,54.7894736842
1409,75.9828,39.5371,134.383928571
1410,75.9771,39.4699,92.7079646018
1411,75.9435,39.4365,144.008928571
1412,79.9485,37.1152,71.0438596491
1413,79.9117,37.1013,57.8586956522
1414,81.2815,43.9404,37.1327433628
1415,81.2867,43.895,50.0384615385
1416,81.3364,43.941,38.7719298246
1417,82.9994,46.7432,18.2719298246
1418,88.1214,47.9047,12.2321428571
1419,88.1267,47.8515,18.5087719298
1420,86.0497,44.2967,45.350877193
1421,87.5475,44.1756,19.4035087719
1422,101.7227,26.567,24.7075471698
